type,date,time,input_datasize_bytes,duration_s,throughput_bytes_s,throughput_per_node_bytes_s,cpu_used_percent,ram_used_bytes,disk_read_bytes_s,disk_write_bytes_s,network_receive_bytes_s,network_transmit_bytes_s,num_nodes,num_executors,executor_cores,executor_memory_mb,input_split_mb,buffer_kb,max_size_in_flight_mb,parallelism,date,time
ScalaSparkTerasort,2024-12-09,21:56:36,21474836400,914.791,23475128,23475128,61.40475832621407,1584743067.826087,33625709.64269739,37553281.331508175,24052969.47034354,23865402.393119797,1,2,1,640m,,16k,32m,,2024-12-09,21:56:36
ScalaSparkTerasort,2024-12-09,22:12:59,21474836400,970.45,22128740,22128740,61.55278862953197,1458966759.0564103,32418324.24632714,36827954.84777689,23191020.45953493,23013241.273959205,1,2,1,640m,,32k,48m,,2024-12-09,22:12:59
ScalaSparkTerasort,2024-12-09,22:28:38,21474836400,928.948,23117371,23117371,61.3634024101771,1496260409.8064516,33278276.531992935,37336279.32258892,23741302.67882786,23557561.780193307,1,2,1,640m,,48k,64m,,2024-12-09,22:28:38
ScalaSparkTerasort,2024-12-09,22:44:48,21474836400,952.923,22535751,22535751,53.78475059450208,1363505495.1204188,18967956.847786937,37807880.84603791,25134027.747343782,25055833.784168217,1,2,1,640m,,64k,96m,,2024-12-09,22:44:48
ScalaSparkTerasort,2024-12-10,02:23:11,26843545600,1069.683,25094860,25094860,62.098720384321425,1305801256.483721,37110173.0017804,44065151.658815734,26750352.20186047,26586950.110850528,1,2,1,640m,128.0,,,,2024-12-10,02:23:11
ScalaSparkTerasort,2024-12-10,02:40:31,26843545600,1035.867,25914085,25914085,62.009631721433905,1344960256.0,39088315.32546677,45552260.35270103,28286855.898560025,28120534.649159815,1,2,1,640m,256.0,,,,2024-12-10,02:40:31
ScalaSparkTerasort,2024-12-10,02:57:57,26843545600,1041.894,25764181,25764181,62.11494810808313,1320647332.1339712,38442239.30373144,45753905.49463514,27548493.94560941,27383034.52645448,1,2,1,640m,512.0,,,,2024-12-10,02:57:58
ScalaSparkTerasort,2024-12-10,03:15:34,26843545600,1052.439,25506034,25506034,62.199690814714515,1383983307.8293839,37330856.97116979,44294718.14870383,26757012.604978558,26592606.987756714,1,2,1,640m,1024.0,,,,2024-12-10,03:15:35
ScalaSparkTerasort,2024-12-10,03:33:12,26843545600,1053.166,25488427,25488427,62.456495612145396,1414193947.9052134,37339325.10759881,42760333.49942025,26368940.126032338,26202747.918129664,1,2,1,640m,,16k,32m,,2024-12-10,03:33:12
ScalaSparkTerasort,2024-12-10,03:50:57,26843545600,1060.289,25317197,25317197,62.118189706962156,1451041633.3521128,36765087.12142342,41641989.29509824,26181247.29038115,26018311.870967668,1,2,1,640m,,32k,48m,,2024-12-10,03:50:57
ScalaSparkTerasort,2024-12-10,04:09:22,26843545600,1100.336,24395771,24395771,61.53597006973086,1549748066.4615386,35487576.45504154,39282454.2585536,25314006.559888612,25157071.397405103,1,2,1,640m,,48k,64m,,2024-12-10,04:09:22
ScalaSparkTerasort,2024-12-10,04:27:45,26843545600,1098.886,24427962,24427962,75.75319547788514,766598045.8082192,14054892.2749846,18596818.295906223,9847701.5863646,9848789.485000852,1,2,1,640m,,64k,96m,,2024-12-10,04:27:46
ScalaSparkTerasort,2024-12-10,07:57:05,32212254700,1278.618,25193024,25193024,58.499440870098034,1195419600.0,34477068.33986929,39305487.870326795,24465834.591867827,24342439.027155817,1,2,1,640m,128.0,,,,2024-12-10,07:57:05
ScalaSparkTerasort,2024-12-10,08:20:07,32212254700,1274.147,25281427,25281427,62.55669224211423,1334757400.0941176,37699998.08021493,44058370.54511974,27109559.660519265,26975087.576233435,1,2,1,640m,256.0,,,,2024-12-10,08:20:07
ScalaSparkTerasort,2024-12-10,08:41:47,32212254700,1295.672,24861426,24861426,62.49992248062015,1249262355.6923077,39563968.84824489,44653171.52006361,27805521.74937836,27673292.514236737,1,2,1,640m,512.0,,,,2024-12-10,08:41:48
ScalaSparkTerasort,2024-12-10,09:03:19,32212254700,1287.705,25015243,25015243,62.24585557868067,1246474716.2790697,36722186.27819705,41582731.44083893,26310576.720262118,26176546.47060447,1,2,1,640m,1024.0,,,,2024-12-10,09:03:20
ScalaSparkTerasort,2024-12-10,09:24:31,32212254700,1266.976,25424518,25424518,62.404260404949376,1286040197.03937,36819591.321751446,42893653.346131735,26416222.34455381,26280014.430075932,1,2,1,640m,,16k,32m,,2024-12-10,09:24:31
ScalaSparkTerasort,2024-12-10,09:45:25,32212254700,1249.56,25778877,25778877,62.455936894990316,1285225696.3824701,37096805.83774673,42887320.95691771,26574728.497886363,26436797.338411815,1,2,1,640m,,32k,48m,,2024-12-10,09:45:25
ScalaSparkTerasort,2024-12-10,10:06:34,32212254700,1264.411,25476094,25476094,62.625823451910414,1342417778.339921,37041981.06373884,42810728.22562687,26395001.190084074,26258700.218073595,1,2,1,640m,,48k,64m,,2024-12-10,10:06:35
ScalaSparkTerasort,2024-12-10,10:27:42,32212254700,1263.035,25503849,25503849,76.92086369621295,674132753.5342466,14788439.23550606,19588825.31328408,10246520.340349218,10247946.063782807,1,2,1,640m,,64k,96m,,2024-12-10,10:27:42
ScalaSparkTerasort,2024-12-10,14:56:08,16106127300,488.239,32988203,16494101,70.70968861771513,3452383649.9591837,26524799.59963532,31391324.073104702,20771016.08365769,20486016.825473387,2,4,1,640m,128.0,,,,2024-12-10,14:56:09
ScalaSparkTerasort,2024-12-10,15:04:38,16106127300,505.195,31881010,15940505,72.49448039215687,3469218233.72549,28625357.96454902,32089895.95607843,21145835.359607846,20855797.189156864,2,4,1,640m,256.0,,,,2024-12-10,15:04:39
ScalaSparkTerasort,2024-12-10,15:12:52,16106127300,489.796,32883337,16441668,74.93401541185047,3548613373.414141,33826215.46944358,32085121.97182825,23083835.570701867,22784184.9583828,2,4,1,640m,512.0,,,,2024-12-10,15:12:53
ScalaSparkTerasort,2024-12-10,15:22:41,16106127300,584.501,27555346,13777673,72.66929427235537,3313569896.1355934,27940214.07021235,30572392.883693743,18324841.95633767,18061952.097570863,2,4,1,640m,1024.0,,,,2024-12-10,15:22:42
ScalaSparkTerasort,2024-12-10,15:31:12,16106127300,506.263,31813755,15906877,71.15497865516156,3504397854.117647,26806201.31228444,30502318.239416234,20368943.146018222,20086587.641203947,2,4,1,640m,,16k,32m,,2024-12-10,15:31:12
ScalaSparkTerasort,2024-12-10,15:39:35,16106127300,498.257,32324939,16162469,72.54280637640422,3512281292.8,27106711.395148113,31079924.137391523,20275740.125128374,19989695.65299117,2,4,1,640m,,32k,48m,,2024-12-10,15:39:35
ScalaSparkTerasort,2024-12-10,15:47:45,16106127300,485.578,33168980,16584490,72.49580144557824,3575663427.9183674,27606588.86530612,31523733.884807255,20854921.78939732,20563190.821800593,2,4,1,640m,,48k,64m,,2024-12-10,15:47:46
ScalaSparkTerasort,2024-12-10,15:56:09,16106127300,499.01,32276161,16138080,36.03750263983707,1744033873.92,10966640.254641034,13989945.551219482,8524339.073721046,8518956.54446142,2,4,1,640m,,64k,96m,,2024-12-10,15:56:10
ScalaSparkTerasort,2024-12-10,16:06:48,1073741800,71.226,15075138,7537569,50.70040293040301,2767750212.266667,11341810.296654455,17057247.667106226,15319362.37263736,13388534.794578755,2,4,1,640m,128.0,,,,2024-12-10,16:06:48
ScalaSparkTerasort,2024-12-10,16:08:06,1073741800,73.933,14523173,7261586,52.72690476190476,2777670997.3333335,11060342.97904762,16577579.56063492,15146430.245714286,13259540.295714285,2,4,1,640m,256.0,,,,2024-12-10,16:08:06
ScalaSparkTerasort,2024-12-10,16:09:24,1073741800,73.946,14520620,7260310,54.808809523809465,2729378611.2,10343955.179682542,16174498.052063491,14868448.88,13030772.525,2,4,1,640m,512.0,,,,2024-12-10,16:09:24
ScalaSparkTerasort,2024-12-10,16:10:40,1073741800,71.704,14974642,7487321,51.52717948717956,2701416584.5333333,10590673.613675216,17464974.30974359,16090776.446153848,14114820.4525641,2,4,1,640m,1024.0,,,,2024-12-10,16:10:40
ScalaSparkTerasort,2024-12-10,16:11:51,1073741800,66.392,16172758,8086379,48.73630952380936,2657490651.428571,10633909.294261293,17527601.824664224,16561607.216414835,14546710.97506868,2,4,1,640m,,16k,32m,,2024-12-10,16:11:51
ScalaSparkTerasort,2024-12-10,16:13:01,1073741800,66.591,16124428,8062214,49.572000915750905,2704503954.285714,11905198.542612944,17607821.784615383,16454853.16723901,14325834.099839743,2,4,1,640m,,32k,48m,,2024-12-10,16:13:02
ScalaSparkTerasort,2024-12-10,16:14:12,1073741800,66.737,16089152,8044576,51.55684523809525,2795654290.285714,12023720.478632478,17693486.6989011,16774738.301923078,14758843.601694137,2,4,1,640m,,48k,64m,,2024-12-10,16:14:12
ScalaSparkTerasort,2024-12-10,16:15:24,1073741800,67.56,15893158,7946579,33.27786172161158,1794497097.142857,7595116.776556776,11247550.484004883,10049734.070650185,9657922.387477105,2,4,1,640m,,64k,96m,,2024-12-10,16:15:24
ScalaSparkTerasort,2024-12-10,16:57:16,5368709100,202.388,26526815,13263407,66.50388055034395,3171739298.3414636,21951346.96251824,26902570.689080678,19482358.29409084,18782730.014820203,2,4,1,640m,128.0,,,,2024-12-10,16:57:16
ScalaSparkTerasort,2024-12-10,17:00:31,5368709100,189.972,28260528,14130264,66.19944559944562,3314303396.1025643,25379163.72002772,28770196.419681214,21105388.873007625,20328394.450693004,2,4,1,640m,256.0,,,,2024-12-10,17:00:31
ScalaSparkTerasort,2024-12-10,17:03:44,5368709100,188.137,28536168,14268084,68.67496345029238,3298252476.631579,28172040.148948953,27986583.344944946,24160882.588435475,23414462.106517702,2,4,1,640m,512.0,,,,2024-12-10,17:03:44
ScalaSparkTerasort,2024-12-10,17:07:05,5368709100,197.194,27225519,13612759,67.18355263157896,3160493772.8,24022105.285614032,28175113.341754384,20213591.854703948,19487387.670230262,2,4,1,640m,1024.0,,,,2024-12-10,17:07:06
ScalaSparkTerasort,2024-12-10,17:10:10,5368709100,180.48,29746836,14873418,67.15891891891899,3296586115.4594593,22953236.071454305,28594166.089472327,20546179.142393816,19735810.102664083,2,4,1,640m,,16k,32m,,2024-12-10,17:10:10
ScalaSparkTerasort,2024-12-10,17:13:17,5368709100,183.064,29326951,14663475,66.22177177177169,3302269924.324324,22886858.45854998,28362632.67244387,20159088.02324324,19390203.48369369,2,4,1,640m,,32k,48m,,2024-12-10,17:13:18
ScalaSparkTerasort,2024-12-10,17:16:21,5368709100,179.262,29948952,14974476,66.19249999999998,3375403576.888889,22587041.564444445,28552995.271111112,20109252.58035714,19317095.363531746,2,4,1,640m,,48k,64m,,2024-12-10,17:16:22
ScalaSparkTerasort,2024-12-10,17:19:31,5368709100,185.591,28927637,14463818,62.563101588430584,2436864215.5789475,11285638.97961119,27748021.86371635,18761380.918133594,18678839.16885866,2,4,1,640m,,64k,96m,,2024-12-10,17:19:32
ScalaSparkTerasort,2024-12-10,17:28:08,10737418200,347.278,30918797,15459398,70.02086865180856,3397683902.1714287,26840276.838023786,31379838.361924246,20751025.70746894,20339705.07815415,2,4,1,640m,128.0,,,,2024-12-10,17:28:08
ScalaSparkTerasort,2024-12-10,17:33:48,10737418200,335.936,31962689,15981344,69.6229748649799,3488706861.1764708,30438991.13317547,32586618.589221448,22474497.792729866,22053443.023956254,2,4,1,640m,256.0,,,,2024-12-10,17:33:49
ScalaSparkTerasort,2024-12-10,17:39:35,10737418200,341.956,31399999,15699999,71.05347177157692,3578438759.884058,31970049.90860193,31781181.809906993,22184829.14765304,21778089.855667315,2,4,1,640m,512.0,,,,2024-12-10,17:39:35
ScalaSparkTerasort,2024-12-10,17:45:39,10737418200,359.52,29865982,14932991,74.22797607563187,3405442286.4657536,28789616.7888353,32540999.99084186,20341557.284478102,19938634.272998266,2,4,1,640m,1024.0,,,,2024-12-10,17:45:39
ScalaSparkTerasort,2024-12-10,17:51:19,10737418200,335.54,32000411,16000205,70.72648172905528,3540202676.7058825,27063273.79203802,31054333.53582887,20509044.495978158,20085378.020343132,2,4,1,640m,,16k,32m,,2024-12-10,17:51:20
ScalaSparkTerasort,2024-12-10,17:56:57,10737418200,333.496,32196542,16098271,70.8256897331524,3435671429.7313433,26646626.585873432,30284113.265786685,19927732.055558573,19503809.491744254,2,4,1,640m,,32k,48m,,2024-12-10,17:56:58
ScalaSparkTerasort,2024-12-10,18:02:56,10737418200,353.434,30380263,15190131,71.6596978975301,3518795314.4788733,26337477.00128034,30611477.14867213,19976091.082066894,19572357.419371154,2,4,1,640m,,48k,64m,,2024-12-10,18:02:57
ScalaSparkTerasort,2024-12-10,18:08:41,10737418200,340.405,31543068,15771534,52.24293748648065,2180756346.4347825,11715476.955858389,23149920.821861703,14944105.304607397,14935620.560523469,2,4,1,640m,,64k,96m,,2024-12-10,18:08:42
ScalaSparkTerasort,2024-12-10,18:25:22,21474836400,622.42,34502163,17251081,73.37181059533177,3524305518.592,29397558.9343102,33639579.33389814,21550782.221201602,21320044.748652507,2,4,1,640m,128.0,,,,2024-12-10,18:25:22
ScalaSparkTerasort,2024-12-10,18:36:05,21474836400,639.646,33573001,16786500,73.2992125984252,3576657808.868217,29411518.81998006,32247265.6835663,21353130.776265033,21131449.731560152,2,4,1,640m,256.0,,,,2024-12-10,18:36:06
ScalaSparkTerasort,2024-12-10,18:47:25,21474836400,674.739,31826878,15913439,73.90669282280706,3587968301.1764708,32641988.753620457,31816060.726981074,21528094.774494965,21316384.478799336,2,4,1,640m,512.0,,,,2024-12-10,18:47:25
ScalaSparkTerasort,2024-12-10,18:59:50,21474836400,740.144,29014403,14507201,76.84379246736658,3468652983.8389263,30571818.694989346,33626787.613152854,19615701.856347926,19400777.682433665,2,4,1,640m,1024.0,,,,2024-12-10,18:59:50
ScalaSparkTerasort,2024-12-10,19:10:22,21474836400,627.803,34206329,17103164,72.71693773960517,3501301987.5555553,28517848.674754456,32205541.490584895,21119403.228027295,20893296.806443207,2,4,1,640m,,16k,32m,,2024-12-10,19:10:23
ScalaSparkTerasort,2024-12-10,19:21:18,21474836400,651.773,32948336,16474168,73.4323860452107,3640824902.3511453,26124153.54963788,29443563.249117218,19317100.41293357,19097606.7668809,2,4,1,640m,,32k,48m,,2024-12-10,19:21:19
ScalaSparkTerasort,2024-12-10,19:33:53,21474836400,750.03,28631969,14315984,72.77589456776172,3403678609.2972975,25589699.697582595,29063050.164370388,18390642.319994535,18200857.00679263,2,4,1,640m,,48k,64m,,2024-12-10,19:33:54
ScalaSparkTerasort,2024-12-10,19:45:31,21474836400,693.038,30986520,15493260,61.20938275875772,2952025242.705036,19783238.439698707,31462458.562128805,20469644.9934721,20343365.275455642,2,4,1,640m,,64k,96m,,2024-12-10,19:45:32
ScalaSparkTerasort,2024-12-10,20:02:47,26843545600,759.218,35356835,17678417,73.54298319681655,3520961994.105263,29370006.680325005,33684808.86976895,21605766.857721638,21417717.692734037,2,4,1,640m,128.0,,,,2024-12-10,20:02:47
ScalaSparkTerasort,2024-12-10,20:16:10,26843545600,798.6,33613255,16806627,73.80670764170846,3581607270.4,30281683.40485842,33177048.70417323,21197172.78377623,21018613.08593423,2,4,1,640m,256.0,,,,2024-12-10,20:16:11
ScalaSparkTerasort,2024-12-10,20:30:04,26843545600,828.89,32384931,16192465,74.05706644760862,3621895969.927711,32122567.084940974,33529335.90221249,20084702.81602957,19915879.349465135,2,4,1,640m,512.0,,,,2024-12-10,20:30:04
ScalaSparkTerasort,2024-12-10,20:45:54,26843545600,945.436,28392768,14196384,54.41577951233655,2989114917.726316,22896834.303172927,24431580.116452463,12829289.962238697,12728201.171757082,2,4,1,640m,1024.0,,,,2024-12-10,20:45:55
ScalaSparkTerasort,2024-12-10,21:04:22,26843545600,803.515,33407647,16703823,73.62745201499537,3569131723.5279503,28555729.72598707,33017970.43366941,21152284.49449085,20971725.55890794,2,4,1,640m,,16k,32m,,2024-12-10,21:04:23
ScalaSparkTerasort,2024-12-10,21:17:10,26843545600,762.965,35183193,17591596,72.632439253731,3648625884.8627453,28682816.42216922,32931772.684261404,21203337.048809495,21016285.548798032,2,4,1,640m,,32k,48m,,2024-12-10,21:17:11
ScalaSparkTerasort,2024-12-10,21:30:19,26843545600,783.375,34266533,17133266,87.00057742673465,2133375658.6666667,12156190.94655927,15413048.485536411,8953589.475676274,8955094.864958705,2,4,1,640m,,48k,64m,,2024-12-10,21:30:19
ScalaSparkTerasort,2024-12-11,00:31:00,26843545600,705.564,38045514,19022757,51.70669951024173,1609234633.915493,12034721.981986867,24477669.150043756,16612417.035112338,16613094.818233345,2,4,1,640m,,64k,96m,,2024-12-11,00:31:00
ScalaSparkTerasort,2024-12-11,01:31:22,32212254700,813.484,39597895,19798947,76.8529510867801,3116313719.3619633,30018600.49571744,35702084.4338502,24617081.470431995,24440685.357195426,2,4,1,640m,128.0,,,,2024-12-11,01:31:23
ScalaSparkTerasort,2024-12-11,01:45:06,32212254700,819.361,39313873,19656936,75.49708604996206,3240923111.02439,29389178.334940042,35243867.12843257,23913431.27182952,23738477.7230236,2,4,1,640m,256.0,,,,2024-12-11,01:45:07
ScalaSparkTerasort,2024-12-11,01:59:29,32212254700,857.82,37551298,18775649,76.60748306354196,3254107493.2093024,33456284.725735325,35686172.363502525,24422708.48877884,24252338.831034534,2,4,1,640m,512.0,,,,2024-12-11,01:59:29
ScalaSparkTerasort,2024-12-11,02:14:47,32212254700,913.081,35278638,17639319,72.03098977072803,3242125300.808743,29680102.160762057,33823933.67378647,22491494.574843317,22328793.77509604,2,4,1,640m,1024.0,,,,2024-12-11,02:14:47
ScalaSparkTerasort,2024-12-11,02:28:53,32212254700,840.49,38325565,19162782,72.64898664210041,3283135591.005917,28586342.219192386,32416131.680553686,22757436.303867415,22590453.975913264,2,4,1,640m,,16k,32m,,2024-12-11,02:28:53
ScalaSparkTerasort,2024-12-11,02:43:23,32212254700,865.054,37237276,18618638,75.2017441860465,3475418406.2528734,30411317.471905906,34041507.490546204,22759502.358832862,22595839.61992616,2,4,1,640m,,32k,48m,,2024-12-11,02:43:23
ScalaSparkTerasort,2024-12-11,02:58:53,32212254700,925.033,34822816,17411408,71.86140188005392,3472865368.0860214,29328975.456635747,33016507.0975001,21183340.388901513,21027813.333357032,2,4,1,640m,,48k,64m,,2024-12-11,02:58:53
ScalaSparkTerasort,2024-12-11,03:14:19,32212254700,922.047,34935588,17467794,81.10509632969391,1603520652.2739725,12326907.665965663,15449478.479073355,8968755.387095219,8969246.52567842,2,4,1,640m,,64k,96m,,2024-12-11,03:14:20
